Cust ID,Trans ID,Timestamp,Merchant Segment, Device ,Funding Instrument,Price,ZipCode,Account_age_months,Sum_12_mnth_credit_txn,Sum_12_mnth_debit_txn,Pcnt_debit_cards_in_wallet,Num_premium_cards,Eng_segment
18116,FAF1C785,2021-05-27 17:49:27,Electronics, Web ,Netbanking,517,88125,2,4390,9327,53,2,High
18117,F990F991,2021-04-18 04:36:36,Travel, Web ,EasyPay_Credit_Card,4236,82494,33,31381,2018,17,3,High
18118,67B605B1,2021-03-14 09:16:31,Travel, Web ,EasyPay_Credit_Card,3385,37804,55,34964,2618,17,4,Medium
18119,D7414AF3,2021-04-20 17:58:27,Website-services, Web ,Debit_Card,555,34601,13,1672,12878,61,1,Low
18120,FF49F499,2021-04-13 13:47:13,Travel, Mobile ,Debit_Card,2972,79429,7,1324,22024,78,2,Medium
18121,4A7AB51B,2021-03-11 16:23:25,Travel, Mobile ,EasyPay_Credit_Card,1508,60899,54,12179,2876,21,5,High
18122,DE33ACCB,2021-05-30 02:36:40,Electronics, Mobile ,Debit_Card,1121,28254,21,1602,14230,84,3,Low
18123,F856FDD7,2021-05-09 15:23:46,Website-services, Mobile ,EasyPay_Pay_Later,347,43391,19,553,12646,87,2,Medium
18124,4AAD0D18,2021-03-26 04:15:55,Website-services, Web ,EasyPay_Pay_Later,128,51118,5,1034,14915,94,2,Low
18125,0154464C,2021-05-31 04:10:41,Fashion, Mobile ,EasyPay_Pay_Later,92,50071,5,894,22784,92,1,Potential_Leavers
18126,599EA922,2021-03-23 00:47:30,Fashion, Web ,Wallet,245,79707,14,3641,10756,64,1,Medium
18127,8D44402A,2021-05-13 22:35:23,Travel, Web ,Debit_Card,898,20516,11,2205,23411,56,2,Medium
18128,19CCBF0A,2021-04-17 23:03:39,Travel, Mobile ,EasyPay_Credit_Card,4120,46237,53,13242,3407,17,5,Medium
18129,521CD370,2021-05-18 22:27:34,Travel, Mobile ,EasyPay_Credit_Card,1928,16923,33,10164,1639,20,6,High
18130,950E2AC2,2021-03-06 06:29:06,Website-services, Web ,Wallet,672,54731,5,4104,11527,66,1,Medium
18131,2F24115B,2021-04-22 01:39:42,Others, Mobile ,EasyPay_Credit_Card,2703,47775,60,11908,2389,11,5,Medium
18132,8194C8A1,2021-03-06 15:56:05,Others, Web ,Debit_Card,3683,25449,15,1959,18188,66,1,Low
18133,97F43589,2021-05-30 06:18:37,Travel, Web ,Netbanking,1525,56349,14,2875,10491,45,1,Potential_Leavers
18134,D4F82DF1,2021-05-17 18:53:29,Pantry, Web ,Wallet,350,72403,17,2345,9330,66,1,Medium
18135,959BC375,2021-04-12 16:21:47,Travel, Web ,EasyPay_Credit_Card,4531,35722,56,7569,2452,14,6,High
18136,53AD11A2,2021-03-02 17:25:23,Travel, Mobile ,EasyPay_Credit_Card,2246,15554,50,13522,1920,12,5,Medium
18137,CAB21819,2021-03-20 23:36:52,Fashion, Web ,EasyPay_Pay_Later,82,61655,4,605,13455,78,2,Low
18138,58D28974,2021-05-14 22:08:54,Pantry, Web ,Wallet,299,28254,10,1043,9610,52,1,Medium
18139,BD5B3D30,2021-05-20 10:26:56,Website-services, Mobile ,EasyPay_Pay_Later,941,65749,2,1214,19994,88,2,Potential_Leavers
18140,8F4E12CD,2021-03-18 00:06:45,Website-services, Mobile ,EasyPay_Pay_Later,119,83070,9,1392,25050,90,2,Medium
18141,B304F2E3,2021-03-13 22:06:32,Website-services, Mobile ,EasyPay_Pay_Later,184,78503,15,1478,14506,92,2,Medium
18142,01DE11F9,2021-05-04 22:06:18,Fashion, Mobile ,EasyPay_Pay_Later,249,68854,7,1298,15451,97,1,Low
18143,75E256B4,2021-05-07 05:21:41,Travel, POS ,EasyPay_Cobrand_Card,1795,29473,42,21337,1938,14,6,Medium
18144,5D98CC22,2021-05-13 09:52:48,Electronics, Web ,Wallet,351,33599,5,2071,9312,55,1,Low
18145,D753C05D,2021-05-07 03:06:14,Fashion, Mobile ,EasyPay_Pay_Later,137,40688,13,441,15668,81,2,Potential_Leavers
18146,264BEB2F,2021-03-12 20:36:31,Electronics, Mobile ,Debit_Card,645,35020,24,1670,19446,72,1,Potential_Leavers
18147,83975BD6,2021-04-19 23:32:43,Website-services, Mobile ,Netbanking,407,18054,12,5858,12156,46,1,Potential_Leavers
18148,C5BA1122,2021-05-29 07:08:20,Travel, Web ,Debit_Card,2318,19766,22,1702,22663,83,3,Medium
18149,317C8C79,2021-03-02 04:39:00,Website-services, Mobile ,Netbanking,256,63237,5,3941,12826,61,2,Potential_Leavers
18150,18113BC4,2021-04-18 01:58:10,Fashion, Web ,EasyPay_Pay_Later,238,36364,16,564,21977,87,1,Medium
18151,28752250,2021-04-21 07:57:34,Fashion, Mobile ,EasyPay_Pay_Later,154,74834,3,1784,18520,81,1,Low
18152,4DF9595E,2021-03-31 10:20:26,Travel, POS ,EasyPay_Cobrand_Card,3808,28282,40,25180,3230,8,7,Low
18153,C6280633,2021-05-16 11:41:34,Fashion, Web ,EasyPay_Pay_Later,74,50225,15,1578,17173,79,2,Medium
18154,5096248A,2021-03-10 09:30:34,Website-services, Web ,Wallet,778,60438,12,4388,10008,51,1,High
18155,8333AF00,2021-03-18 10:57:06,Travel, Mobile ,EasyPay_Pay_Later,899,39651,14,806,28532,94,1,Medium
18156,AB4FF5E8,2021-06-05 13:55:59,Website-services, Web ,Netbanking,269,76552,6,5519,14988,65,2,Medium
18157,4D8E577C,2021-03-29 18:22:30,Travel, Mobile ,EasyPay_Cobrand_Card,3243,44138,31,30758,1896,21,6,Medium
18158,58DA4905,2021-03-18 11:32:50,Travel, Mobile ,EasyPay_Pay_Later,792,68719,8,1725,20569,75,1,Medium
18159,828D3F55,2021-03-15 17:28:45,Pantry, Mobile ,EasyPay_Pay_Later,95,56016,17,785,16516,75,2,Low
18160,07C0B7EC,2021-03-11 01:13:18,Travel, Mobile ,Netbanking,1377,56003,10,3144,12695,65,3,Medium
18161,6AD0E57E,2021-05-03 12:40:24,Travel, Web ,EasyPay_Credit_Card,4276,28439,46,3969,3810,18,5,Medium
18162,648C58AD,2021-06-08 10:40:30,Travel, Mobile ,EasyPay_Pay_Later,983,71908,10,266,28773,96,2,Potential_Leavers
18163,3C731457,2021-04-26 16:58:46,Pantry, Mobile ,EasyPay_Pay_Later,93,36364,18,1017,14016,86,1,Medium
18164,5E38C1A0,2021-05-24 07:58:57,Travel, Mobile ,EasyPay_Credit_Card,4920,84405,45,8225,3656,11,6,High
18165,68F10819,2021-05-14 07:58:43,Travel, Web ,EasyPay_Credit_Card,4956,42434,32,12861,2949,16,6,High
18166,9C13E9D6,2021-03-05 16:33:07,Website-services, Mobile ,EasyPay_Pay_Later,782,89941,2,1423,17978,87,2,Medium
18167,9C2606DD,2021-06-07 01:54:52,Fashion, Mobile ,EasyPay_Pay_Later,138,56016,4,494,29431,86,1,Medium
18168,F189C5CC,2021-03-06 13:49:07,Travel, Web ,Netbanking,2364,87330,8,5778,10767,65,1,Medium
18169,CF39D0CF,2021-05-05 11:22:09,Travel, Web ,EasyPay_Credit_Card,3019,75819,57,21424,2492,18,4,High
18170,C656BDF9,2021-03-07 06:45:18,Fashion, Web ,EasyPay_Pay_Later,55,71592,7,806,12119,92,1,Medium
18171,FEB479EC,2021-03-23 06:06:13,Travel, Web ,Debit_Card,1416,83048,8,1373,15246,77,1,Medium
18172,5020F461,2021-03-11 05:08:49,Website-services, Web ,Debit_Card,871,12258,14,1422,14066,67,2,Low
18173,0427B177,2021-04-19 19:10:13,Travel, Web ,EasyPay_Credit_Card,4011,63451,33,14299,1859,11,3,High
18174,E9E1E1D9,2021-04-21 07:10:28,Travel, Web ,EasyPay_Credit_Card,2021,59608,57,13694,2698,17,4,High
18175,48AAD946,2021-04-14 19:57:14,Travel, Mobile ,EasyPay_Credit_Card,3623,20062,43,13967,3754,14,5,High
18176,7E0C3067,2021-03-18 10:39:30,Pantry, Mobile ,Netbanking,236,41072,14,4490,11982,63,3,Medium
18177,770EDA6B,2021-04-17 00:59:12,Electronics, Web ,Netbanking,408,68596,11,2745,15070,64,1,Low
18178,844E44BE,2021-04-08 11:17:50,Website-services, Web ,Debit_Card,750,44778,6,2100,23571,64,1,High
18179,E56941D6,2021-05-13 19:04:35,Travel, Mobile ,EasyPay_Credit_Card,4275,34536,53,20323,2484,15,4,Medium
18180,24677622,2021-05-06 07:35:54,Travel, Web ,Debit_Card,1499,34425,12,1124,20404,84,2,Potential_Leavers
18181,0901EE1B,2021-05-24 11:50:09,Travel, Web ,EasyPay_Cobrand_Card,1604,67904,18,3498,2076,6,6,High
18182,FC56B3DA,2021-04-14 21:09:28,Travel, Web ,Debit_Card,1121,60438,17,2219,16963,77,1,Medium
18183,2E38DF65,2021-04-23 10:28:27,Travel, Mobile ,Debit_Card,1688,56016,1,1634,12888,58,3,Medium
18184,5D9F0286,2021-04-17 14:59:27,Pantry, Mobile ,EasyPay_Pay_Later,56,17918,8,1411,18697,88,1,Potential_Leavers
18185,AF02DCB9,2021-05-06 02:00:50,Website-services, Mobile ,Netbanking,223,36519,6,3973,19831,41,3,Medium
18186,9B21D654,2021-04-04 09:48:23,Fashion, Web ,Wallet,210,28439,6,2848,10647,54,1,Medium
18187,589A169E,2021-05-26 19:46:01,Fashion, Web ,EasyPay_Pay_Later,89,43600,3,1436,21022,84,1,Low
18188,3BC3AB22,2021-03-15 21:04:03,Travel, Web ,Netbanking,858,83384,10,2082,11357,56,2,Medium
18189,57CF0D88,2021-04-19 20:54:33,Travel, Mobile ,EasyPay_Credit_Card,4312,19542,41,31105,1460,17,6,Medium
18190,0DBF3E5C,2021-05-08 20:56:09,Electronics, Web ,EasyPay_Credit_Card,1127,18346,36,40297,1372,14,4,High
18191,EAB17311,2021-05-17 00:20:02,Travel, Web ,EasyPay_Credit_Card,1205,27945,41,27069,2653,11,5,High
18192,865639F0,2021-04-09 06:40:30,Fashion, Mobile ,EasyPay_Pay_Later,196,84405,5,1101,13890,76,1,Low
18193,24908155,2021-04-09 00:11:15,Website-services, Mobile ,EasyPay_Pay_Later,532,41570,7,1651,26363,79,2,Potential_Leavers
18194,D2F30567,2021-04-17 03:06:07,Pantry, Mobile ,EasyPay_Pay_Later,63,31362,19,1522,26218,89,1,Potential_Leavers
18195,5B2A78FB,2021-04-17 17:43:27,Fashion, Web ,EasyPay_Pay_Later,88,51434,13,821,18540,93,1,Medium
18196,C73016EF,2021-04-22 05:51:21,Travel, Mobile ,Netbanking,1174,16758,12,3484,13885,59,1,Potential_Leavers
18197,7807068B,2021-05-12 12:15:24,Electronics, Web ,Wallet,786,68112,15,3514,10321,60,0,Medium
18198,E0800DEB,2021-03-07 07:58:28,Electronics, Web ,Debit_Card,765,85953,9,2073,21018,68,2,High
18199,B6D2574D,2021-04-15 14:07:52,Fashion, Web ,EasyPay_Pay_Later,75,56516,9,995,21799,97,1,Potential_Leavers
18200,B28D8A8C,2021-04-20 03:08:13,Pantry, Web ,Netbanking,290,72303,15,4429,9320,44,1,Potential_Leavers
18201,88273854,2021-05-09 10:59:38,Travel, POS ,EasyPay_Cobrand_Card,1206,14553,40,31289,2263,10,6,Low
18202,E12F135C,2021-04-03 22:25:13,Website-services, Web ,Wallet,270,82917,13,5036,11170,57,1,Low
18203,6ADD3291,2021-04-07 17:29:03,Electronics, Web ,Wallet,314,50071,6,5870,11068,61,1,Low
18204,C8C8D0D0,2021-05-03 11:20:54,Website-services, Web ,Wallet,422,11147,14,6396,10268,67,0,Medium
18205,9861F78B,2021-06-05 07:29:14,Fashion, Mobile ,EasyPay_Pay_Later,176,80941,14,1554,14991,98,1,Potential_Leavers
18206,4B8EE39D,2021-05-25 23:43:49,Travel, Mobile ,Debit_Card,3661,11034,15,1814,18496,58,3,Medium
18207,9F335CDA,2021-03-28 09:52:36,Website-services, Web ,Wallet,259,85935,17,2626,11640,51,1,Medium
18208,A678972B,2021-05-13 08:08:48,Electronics, Web ,Netbanking,241,57103,15,5334,15699,40,3,Medium
18209,A004CD7E,2021-04-25 23:20:29,Travel, Web ,EasyPay_Credit_Card,1250,41253,39,33038,3014,14,5,Medium
18210,5F40C08B,2021-03-27 23:15:00,Travel, POS ,EasyPay_Cobrand_Card,3279,51555,22,16412,3020,5,5,Potential_Leavers
18211,E9A15489,2021-04-13 16:27:32,Website-services, Web ,Wallet,518,58198,11,3666,9230,64,1,Medium
18212,797046B8,2021-04-23 00:56:53,Travel, Web ,EasyPay_Cobrand_Card,3470,21657,35,7251,2297,25,6,Medium
18213,BA84DBC1,2021-03-30 18:41:42,Website-services, Web ,Wallet,287,57689,8,7894,9266,57,1,Medium
18214,9D351901,2021-04-08 04:45:34,Fashion, Mobile ,EasyPay_Pay_Later,101,86210,10,659,20127,86,2,Medium
18215,5F5691DE,2021-03-30 00:21:15,Fashion, Mobile ,EasyPay_Pay_Later,121,68598,4,234,17389,88,2,Medium
18216,0F777761,2021-04-04 00:26:43,Travel, Web ,Debit_Card,3720,32515,22,1394,15920,61,2,Medium
18217,E2007715,2021-03-23 21:46:26,Fashion, Web ,Netbanking,214,84575,8,5114,8986,42,3,Medium
18218,7057D006,2021-04-25 13:04:06,Electronics, Web ,EasyPay_Pay_Later,109,83427,8,823,20872,94,2,Medium
18219,FAB37207,2021-04-27 04:57:56,Fashion, Mobile ,EasyPay_Pay_Later,175,32515,13,1173,28645,90,1,Potential_Leavers
18220,429A0BEB,2021-05-03 15:03:48,Fashion, Mobile ,EasyPay_Pay_Later,187,21530,6,1368,28894,97,2,Low
18221,42DA7E99,2021-04-20 21:50:14,Website-services, Web ,Debit_Card,682,74968,13,2013,15757,55,1,Medium
18222,3A4642EA,2021-03-26 10:42:15,Electronics, Web ,EasyPay_Pay_Later,123,64276,6,747,24464,82,2,Potential_Leavers
18223,9001A637,2021-05-30 02:09:50,Fashion, Mobile ,EasyPay_Pay_Later,166,52638,7,1132,18470,85,2,Medium
18224,83476343,2021-04-29 12:31:50,Others, Mobile ,EasyPay_Credit_Card,4795,38427,35,4367,1334,15,6,High
18225,AE97AFE4,2021-04-06 23:57:40,Travel, Web ,Netbanking,900,74229,3,5750,15016,63,2,High
18226,1C2C78BE,2021-04-17 19:54:22,Fashion, Mobile ,EasyPay_Pay_Later,68,51118,16,445,28216,85,2,Potential_Leavers
18227,42C667B9,2021-05-23 22:56:36,Fashion, Mobile ,EasyPay_Pay_Later,234,20516,20,1049,13786,88,1,Low
18228,359AF102,2021-05-19 06:56:15,Pantry, Mobile ,EasyPay_Pay_Later,139,11665,3,846,16290,78,2,Medium
18229,16B1E450,2021-05-22 19:17:04,Pantry, Web ,Netbanking,321,39280,12,1536,13514,62,3,High
18230,95140567,2021-04-28 05:00:24,Fashion, Mobile ,EasyPay_Pay_Later,125,49762,10,1652,14268,93,1,Potential_Leavers
18231,A6104746,2021-04-05 23:14:05,Fashion, Web ,EasyPay_Pay_Later,116,60941,9,338,26282,95,2,Medium
18232,CFA461FC,2021-03-08 23:42:15,Travel, Mobile ,EasyPay_Credit_Card,2685,34425,46,7965,3490,21,4,Medium
18233,A1EBA337,2021-05-02 05:20:12,Website-services, Web ,EasyPay_Pay_Later,425,34128,14,496,23128,77,1,Potential_Leavers
18234,44F3CFEB,2021-03-30 11:53:52,Electronics, Web ,Debit_Card,967,29978,15,2181,12615,57,3,Potential_Leavers
18235,FBFAF04A,2021-06-05 13:00:56,Pantry, Web ,Wallet,288,51960,6,605,9290,68,1,Low
18236,4CD46318,2021-05-25 01:37:13,Travel, Mobile ,EasyPay_Credit_Card,4376,88602,46,3924,3320,17,3,High
18237,53D69C9E,2021-03-02 23:30:51,Electronics, Web ,Netbanking,1136,74392,4,5793,12260,51,2,High
18238,FFDA9401,2021-05-07 13:21:14,Travel, Mobile ,EasyPay_Cobrand_Card,1905,24867,35,21546,1938,9,8,Medium
18239,EFE179EB,2021-03-03 15:00:13,Pantry, Web ,Wallet,329,34128,17,4625,10884,51,1,Medium
18240,CB51C8A2,2021-05-27 23:49:53,Website-services, Mobile ,EasyPay_Pay_Later,899,54079,13,813,13149,77,2,Potential_Leavers
18241,793D580D,2021-04-21 08:18:52,Website-services, Web ,Netbanking,734,77376,3,5473,19642,51,1,Potential_Leavers
18242,003EBA75,2021-04-24 02:33:14,Travel, Web ,EasyPay_Credit_Card,1630,65586,49,12383,4091,22,5,High
18243,67369642,2021-03-30 11:21:38,Website-services, Mobile ,EasyPay_Pay_Later,616,74985,9,752,18171,88,1,Potential_Leavers
18244,9522C37A,2021-03-17 13:33:47,Electronics, Web ,Wallet,714,63440,15,892,11197,56,0,Medium
18245,10946767,2021-03-01 12:13:24,Travel, Web ,EasyPay_Credit_Card,2574,84095,43,4095,2735,22,6,High
18246,CE61BA89,2021-04-08 12:49:13,Fashion, Web ,EasyPay_Pay_Later,105,20752,9,841,12770,91,1,Medium
18247,F076A35A,2021-05-03 04:39:02,Fashion, Web ,Wallet,201,82150,11,7781,9329,65,1,Medium
18248,21C14482,2021-05-24 10:17:23,Travel, Web ,EasyPay_Credit_Card,2140,20985,55,18257,2314,21,5,High
18249,12AB5CF7,2021-04-01 15:32:50,Travel, Web ,EasyPay_Credit_Card,4717,71908,47,29383,3087,11,4,High
18250,B64DF6A2,2021-04-07 17:15:26,Fashion, Web ,Wallet,249,37804,16,7921,11376,53,0,Low
18251,9CAEED6C,2021-05-19 09:54:32,Fashion, Mobile ,EasyPay_Pay_Later,197,58970,6,1702,12145,88,1,Medium
18252,BFC9F518,2021-03-06 04:14:19,Travel, Web ,Wallet,918,75618,14,3004,10294,69,1,Medium
18253,9B65E685,2021-03-09 16:11:12,Fashion, Mobile ,EasyPay_Pay_Later,180,24656,18,1429,27014,76,1,Low
18254,3E2B4DF5,2021-05-01 13:22:25,Travel, Mobile ,EasyPay_Credit_Card,4652,85935,51,43752,2974,14,5,High
18255,75F1FBE6,2021-03-28 12:58:40,Travel, Web ,EasyPay_Credit_Card,2667,28351,36,27597,2852,20,6,High
18256,FC4D4F95,2021-04-17 17:34:56,Pantry, Web ,Wallet,265,22925,12,5463,10174,66,1,Medium
18257,81918C00,2021-05-04 03:58:09,Pantry, Web ,Netbanking,225,22083,7,2225,10985,60,1,Medium
18258,478581D7,2021-06-04 10:30:04,Pantry, Mobile ,EasyPay_Pay_Later,122,60373,6,1758,28339,91,1,Potential_Leavers
18259,0E42868A,2021-05-07 17:48:08,Website-services, Mobile ,EasyPay_Pay_Later,184,41208,4,582,14994,89,1,Medium
18260,536DD8EA,2021-05-26 18:55:46,Website-services, Web ,Netbanking,952,75819,2,1790,8645,55,3,High
18261,92EABF5E,2021-06-08 13:39:12,Travel, Web ,Debit_Card,3806,73717,6,1551,21311,63,2,High
18262,B9110078,2021-03-16 20:04:54,Travel, Web ,Debit_Card,3885,77439,9,2063,18568,78,2,Medium
18263,AC05356C,2021-04-29 23:49:34,Pantry, Web ,Netbanking,224,68854,5,2246,8727,49,1,Potential_Leavers
18264,CD8C9EF9,2021-04-07 23:21:40,Pantry, Mobile ,EasyPay_Pay_Later,282,22083,13,1514,15488,87,2,Medium
18265,97EDD8DF,2021-05-01 03:08:37,Fashion, Mobile ,EasyPay_Pay_Later,76,84575,12,623,21406,79,1,Low
18266,9734607E,2021-05-06 21:52:06,Fashion, Mobile ,EasyPay_Pay_Later,141,64900,19,1199,16940,88,1,Medium
18267,BAFDE602,2021-03-10 19:11:25,Pantry, Mobile ,EasyPay_Pay_Later,376,35216,13,318,15109,99,2,Medium
18268,F6AD4212,2021-05-06 10:58:33,Website-services, Web ,EasyPay_Pay_Later,682,78342,6,1745,14617,75,1,Potential_Leavers
18269,DA3A716E,2021-05-08 02:43:36,Travel, Mobile ,EasyPay_Cobrand_Card,2283,84609,31,2516,3048,21,5,Medium
18270,F9F7533B,2021-04-06 20:45:37,Website-services, Web ,EasyPay_Pay_Later,650,72287,10,597,27463,89,2,Medium
18271,88BB3391,2021-04-14 01:53:45,Travel, Web ,EasyPay_Credit_Card,4116,75407,52,43471,3647,11,3,Medium
18272,2A860BA2,2021-03-07 19:14:54,Fashion, Mobile ,EasyPay_Pay_Later,73,82620,13,1278,14309,86,1,Potential_Leavers
18273,5DF774E8,2021-03-11 00:37:20,Travel, POS ,EasyPay_Cobrand_Card,1862,14553,42,1819,3134,22,8,High
18274,186E9659,2021-05-12 10:53:32,Travel, Web ,EasyPay_Credit_Card,3261,44138,45,32449,2987,21,6,High
18275,D64EF222,2021-06-04 14:02:10,Pantry, Mobile ,EasyPay_Pay_Later,126,73777,20,1251,13639,82,2,Medium
18276,8F74FE57,2021-04-29 00:15:34,Fashion, Mobile ,EasyPay_Pay_Later,218,23736,11,1649,24546,92,2,Medium
18277,34D6121E,2021-04-14 17:12:01,Travel, Web ,EasyPay_Credit_Card,4298,20103,49,33289,2683,14,6,Medium
18278,61795920,2021-03-08 14:06:40,Pantry, Web ,EasyPay_Pay_Later,247,30105,10,1014,19813,98,2,Potential_Leavers
18279,2B5B38F9,2021-05-08 12:32:48,Electronics, Mobile ,EasyPay_Pay_Later,160,68772,19,1575,27743,77,2,Potential_Leavers
18280,67C05CAE,2021-06-08 06:52:22,Travel, Web ,Debit_Card,1739,15553,14,1409,13928,76,2,Low
18281,9538F8BB,2021-03-30 11:24:09,Travel, Mobile ,Netbanking,1478,29499,7,4652,17085,64,1,Medium
18282,ECE52C71,2021-05-09 04:27:32,Electronics, Web ,Wallet,224,24803,15,5683,9783,66,1,Potential_Leavers
18283,3F0F0D35,2021-05-20 16:44:15,Fashion, Web ,Wallet,240,34147,13,3875,9078,63,0,Medium
18284,210F74C5,2021-03-07 08:19:43,Fashion, Mobile ,EasyPay_Pay_Later,135,59853,7,989,21738,95,1,Potential_Leavers
18285,FC374EE6,2021-04-17 11:37:16,Others, Web ,EasyPay_Credit_Card,4290,14866,36,4718,3769,13,6,Medium
18286,CFE9579B,2021-03-07 21:20:44,Website-services, Web ,Netbanking,373,36357,2,5657,19244,42,2,Medium
18287,E39F9050,2021-05-21 21:01:50,Travel, Web ,Debit_Card,1758,15309,11,1298,18512,60,1,Medium
18288,A010B8C0,2021-05-02 06:43:11,Website-services, Mobile ,EasyPay_Pay_Later,355,86678,14,316,22944,81,2,Potential_Leavers
18289,C8BF50C3,2021-05-05 13:31:42,Travel, Web ,EasyPay_Credit_Card,4808,51477,48,9428,1984,17,5,Medium
18290,67370955,2021-05-23 06:27:02,Pantry, Mobile ,EasyPay_Pay_Later,330,12853,15,1585,29796,77,2,Potential_Leavers
18291,83BBA057,2021-03-06 21:47:35,Fashion, Mobile ,EasyPay_Pay_Later,154,50581,7,326,22358,77,1,Potential_Leavers
18292,A4025887,2021-04-02 02:25:42,Website-services, Mobile ,Netbanking,932,60941,12,5014,15599,65,1,Medium
18293,F2330C29,2021-06-03 09:22:41,Travel, Mobile ,Debit_Card,3155,39651,15,1350,16342,64,3,Medium
18294,28188BEE,2021-03-23 23:25:03,Fashion, Web ,Netbanking,247,60899,15,3124,12441,57,3,Potential_Leavers
18295,6E3186E8,2021-04-17 06:20:50,Electronics, Mobile ,EasyPay_Pay_Later,933,25870,18,805,29620,98,1,Medium
18296,0BDF5062,2021-06-09 09:16:50,Pantry, Web ,EasyPay_Pay_Later,248,31745,4,843,12084,84,2,Medium
18297,9E5FECF2,2021-03-02 16:25:16,Travel, Web ,Debit_Card,1066,56349,18,2039,22578,84,1,Low
18298,788FED77,2021-05-20 06:42:14,Electronics, Web ,Netbanking,266,22516,10,2706,13736,56,1,Medium
18299,1022E391,2021-05-29 12:37:58,Pantry, Mobile ,EasyPay_Pay_Later,108,17455,18,1656,29126,92,2,Potential_Leavers
18300,CDA9C83F,2021-03-03 03:11:59,Travel, Mobile ,EasyPay_Credit_Card,4561,42679,59,12760,2838,21,3,High
18301,E56CB138,2021-03-28 20:46:19,Pantry, Web ,Netbanking,345,11637,11,2523,13550,54,3,Medium
18302,6FF0F9F3,2021-05-03 04:14:13,Electronics, Web ,Wallet,293,20237,15,1771,9303,64,0,High
18303,6B9A7861,2021-05-09 09:48:11,Travel, Web ,EasyPay_Cobrand_Card,2927,21168,29,19640,2047,24,4,Low
18304,C509736F,2021-05-07 17:02:11,Fashion, Web ,EasyPay_Pay_Later,188,68772,18,335,25132,76,1,Medium
18305,EDF41639,2021-03-21 19:21:51,Travel, Mobile ,EasyPay_Credit_Card,4840,58970,52,12541,1397,15,3,High
18306,84784AEA,2021-03-20 18:13:49,Electronics, Web ,Debit_Card,1118,63222,3,2149,16457,82,2,Medium
18307,915FBDCF,2021-03-12 20:11:30,Fashion, Mobile ,EasyPay_Pay_Later,210,20238,9,557,27070,79,2,Low
18308,6C7443BF,2021-05-28 11:51:17,Pantry, Mobile ,EasyPay_Pay_Later,32,63440,18,1787,17563,77,2,Low
18309,B09CF91B,2021-03-05 06:22:07,Fashion, Mobile ,EasyPay_Pay_Later,201,79233,12,341,26373,78,2,Low
18310,C0C37005,2021-03-31 07:20:30,Website-services, Web ,Wallet,507,85503,16,1305,11795,64,0,High
18311,13A03BDD,2021-05-16 19:32:57,Pantry, Web ,EasyPay_Pay_Later,114,60522,4,810,22453,78,1,Low
18312,09220290,2021-05-07 01:23:04,Website-services, Mobile ,EasyPay_Pay_Later,155,11637,16,1391,13426,76,2,Potential_Leavers
18313,AF111C23,2021-04-04 17:58:16,Website-services, Web ,Debit_Card,510,59853,24,1262,13090,60,1,Potential_Leavers
18314,0472441B,2021-05-03 21:23:37,Fashion, Web ,EasyPay_Pay_Later,54,56003,12,651,13758,91,2,Low
18315,E15CF221,2021-03-06 23:12:13,Travel, Web ,EasyPay_Credit_Card,4559,78960,51,27140,1463,12,5,High
18316,F7994B59,2021-06-01 00:16:40,Travel, Web ,Debit_Card,2614,51434,8,2186,13274,76,3,Low
18317,6994021D,2021-03-05 09:36:17,Website-services, Mobile ,Netbanking,965,15554,2,3166,11465,41,2,Medium
18318,A2A13078,2021-05-25 08:58:00,Fashion, Web ,Wallet,250,64972,15,6802,10380,54,0,Medium
18319,0C338163,2021-03-16 11:37:28,Travel, Web ,Debit_Card,2522,56488,4,1128,20741,63,2,Medium
18320,7C135D74,2021-06-06 06:18:39,Travel, Web ,EasyPay_Credit_Card,4108,22301,58,6328,1349,18,6,Medium
18321,CBF3FB30,2021-03-11 06:36:32,Fashion, Mobile ,EasyPay_Pay_Later,171,73478,17,606,25141,96,1,Low
18322,B9195109,2021-05-17 20:53:32,Website-services, Mobile ,Netbanking,359,22516,10,4027,15584,64,2,Medium
18323,BBDF3B51,2021-03-09 19:20:34,Travel, Web ,Debit_Card,1831,71321,15,1166,16987,63,2,Potential_Leavers
18324,2C99E7AE,2021-05-20 09:10:30,Fashion, Web ,Wallet,227,30189,8,6497,11759,53,0,Medium
18325,0BFF74F6,2021-03-11 22:59:55,Fashion, Mobile ,EasyPay_Pay_Later,246,36755,10,846,20072,84,2,Medium
18326,AD06558C,2021-05-09 10:11:05,Website-services, Web ,Netbanking,225,40990,12,2776,13945,47,2,Medium
18327,8F17BA2F,2021-03-25 00:11:03,Travel, Web ,EasyPay_Credit_Card,4810,74985,40,7120,4090,12,4,High
18328,57A245CD,2021-04-12 23:10:31,Fashion, Web ,EasyPay_Pay_Later,68,87330,20,1008,25346,93,2,Potential_Leavers
18329,27642418,2021-04-01 22:13:02,Fashion, Mobile ,EasyPay_Pay_Later,108,35020,12,699,27522,80,1,Potential_Leavers
18330,CEF7100F,2021-03-03 22:46:54,Travel, Web ,EasyPay_Credit_Card,3713,42679,36,35711,2048,18,5,High
18331,1E9C375B,2021-05-31 09:47:01,Electronics, Web ,Wallet,408,43077,14,623,10626,60,0,High
18332,497F32B8,2021-05-07 01:46:56,Electronics, Mobile ,Netbanking,380,18977,5,2461,18322,49,2,Low
